N0;Komentar;
779;"bagus sih gampang lagi,tapi kok pas mau pembayaran gak bisa sih?ada kesalahan apaan?cepat di perbaiki ya kak,soaonya sayang loh tokopedia udah bagus menurutku,sukses kedepannya ya kak di tunggu perbaikannya makasih^^ pliss perbaiki secepatnya kak";
780;"alhamdulilah sudah beres, kota saya muncul lagi, mudah2an untuk seterusnya, terima kasih tokopedia";
781;"aplikasinya sangat bermanfaat buat saya bisa buat belanja bayar listrik,air,IndiHome,dan kartu halo... tapi bulan juli 2019 ini kupon casback nya aga pelit sih cuma dapat 2.5% sampe 3%";
782;tadi saya dapet info dari Tokopedia spin 2x pas saya spin dapat Samsung 10 trus disuruh install aplikasi nya dan kirim tapi ga ada gmna ya tolong info nya;
783;untuk menggunakan kupon bagaimana caranya. untuk ikut undian Iphone dan liburan ke jepang apa yang harus dilakukan;
784;"sangat baik. tapi kurang selektif pada toko2 yg bermasalah. barang habis, tapi masih dipajang sama tokonya. terus toko2 yg lebih dari seminggu ngga aktif, akhirnya auto cancel. selebihnya tokopedia recommended buat kawan2 yg ga punya banyak waktu belanja. cukup dg tokopedia, semua kebutuhan terpenuhi.";
785;"sy tdnya pelanggan tokopedia berhubung 2 kali sy ditipu uang sy hilang oleh toko yg tidak bertanggung jawab,sy coba baik2 dimalah melecehkan pembeli,sy mohon kepada tokopedia tolong croscheck dong toko2 yg nakal agar tidak merugikan orang lain,kita disini beli bukan mau ngemis2 sekali lg berikan service yg baik jgn untung sendiri mohon diperhatikan,ditambah lg sy kecewa berat,kepada yg lain hati2 dlm memilih toko,carilah toko yg bertanggungjawab kepada konsumennya,maaf kalau sy terlalu lancang";
786;"kenapa voucer dan kupon tidak bisa digunakan padahal sudah memenuhi syarat. untuk pengiriman via wahana juga tidak bisa, padahal penjual sudah menyediakan ekspedisi tersebut. Juga live chatnya pakai komputer, sudah kasih pertanyaan eh... malah balik nanya??????? bingung sayanya.";
787;saya puas dengan pelayanan kurir nya dan barang yang di jual oleh toko pedia nya...semua sesuai destinasi.tapi ongkir nya jsngan terlalu mahal dong...biar kami sebagai konsumen bisa lebih hemat dan tambah semangat belanja di toko pedia.;
788;pesen barang pake gosend katanya same day(sama hari datangnya) tapi sudah 3 hari barang tidak kunjung dateng saya tanya ke penjual katanya driver tidak pick up dan tidak bisa di cari driver lain karena status nya sudah dikirim dan mau diurus sama tokopedia nya.padahal ingin cepat sampai tapi malah jadi menyusahkan begini.;
789;"Baru juga Download Hari Sabtu,22 Juni 2019 Jam 04:58 wib !! Pas mau Buka apk ini Malah minta di Update!!!! Jam 04:59 wib !!! APK ini kaya kelaperan Kuota!! Aneh banget!";
790;"bener kata temen saya,,, cobain deh belanja di tokopedia,, cashbacknya NOL besar,,, nah bener,, belanja sekali di official store kena pelanggaran,, woy saya itu konsumen woy,,, bukan pemain bola";
791;Saya paulina menang S10 terus di suruh kirim alamat apakah ini bukan penipuan?? Dan saya harus kirim alamat dimana? Mohon info nya ??;
792;katanya saya bisa dapet hp samsung klo instal aplikasi ini kok pas saya buka aplikasinya ga ada pemberi tahuan apa apa ya kan saya dapet stu kesempatan buat puter lingkaran trs sya dapet hp terus gimana caranya biar bisa dapetin itu hp;
793;super kerennn!!! download aplikasi ini atau kalian akan menyesal!!;
794;"baik,bagi penguna baru dpt gratis ongkir smoy 50rb,pilihan pengiriman nya pun banyak pilihan,,";
795;pengisian pulsa maupun token selalu di limit. gimana kita mau jualnya kalo seperti itu terus. mudah2an segera di perbaiki. tq;
796;"Bagus... sayangnya sekarang cashback masuk ke point ya? tidak bisa buat transaksi utk pembayaran sprti PLN,dll. Hanya bisa buat belanja. Btw, I like Toped. thanks.";
797;"saya enggan menggunakan aplikasi ini karena pernah tertipu dan banyak org lain juga sama dan beralih ke aplikasi lain karena di tokopedia org yg melakukan penipuan hanya di ban tokonya doang, dan org yg menipu tdi tidak di proses dan bebas membuka toko lain";
798;bagus banget gak usah susah susah lagi cari barang tinggal buka hp duang udah ada barang yang kita cari. mantap terima kasih;
799;"apa yg dpt saya gx ngerti dan apa yg hrs saya beli gx ada juga yg saya butuh jdi gx hrus beli kn ,Emng klo belanja pasti udh dpt apa iphone xs nya masa sih";
800;"aplikasi belanja online plg lengkap, mudah, nyaman dan aman";
801;makin gampang cepat dan lebih mudah mantap deh pokoknya tapi di tingkatkan lagi utk voucher nya lebih dari 30.000 ditingkatkan menjadi 50.000;
802;"aplikasinya koq sering buffering ya... jadi kalo buka muter2 terus, padahal sinyal dan kuota hp msh siip.";
803;sangat membantu saya untuk bayar cicilan online. good.... tingkat kan lag pelayanan tokopedia. Terima Kasih;
804;"setiap mau membeli selalu muncul ""coba lagi"" san setiap masuk apl selalu munculnharus di update setelah di klik update di google store nya tinggal buka gak ada pembaharuan , tapi giliran masuk lagi muncul lagi update atw nanti Dan setiap mau transaksi gak bisa terus muncul kata coba lagi tolong bantuan nya donk min ";
805;"kok katanya saya terpilih mendapatkan kuprn berupa smartphone , tapi pas instal tokopedianya ,, gak ada tuh? pas di halaman congratnya itu banyak yang komen berhasil , tapi pas saya mau komen kok ga bisa ,, huh penipuan";
806;"aplikasi ini memudahkan saya memilih produk tanpa harus ke toko,saran dari saya semoga setiap toko yang berjualan di tokopedia menjual barang sesuai postingan/gambar!";
807;"awalnya saya senang bisa belanja dengan mudah di tokopedia tapi,,,,, masa saya udah kirim alamat nya misal.nya blok D no 4 tapi malah di kirim di blok F no 9 (ngarang blok nya). saya kecewa banget sama Tokopedia ??";
808;tokopedia sekarang sudah sangat berubah menjadi lebih baik dibanding terakhir saya menggunakannya karena sempat pindah ke toko online lain. sukses selalu dan mohon selalu menjaga kepercayaan pelanggan;
809;senang belanja di tokopedia.. udah jatuh hati.. jadi ga mau berpindah ke lain toko.;
810;"itu gimana ya saya beli barang dengan cara home credit, data - data KTP udh saya foto. tapi kenapa kok kesalahan saat mengunggah gambar?? solusinya gimana? #tolong segera direspon";
811;"pengisian paket data sudah 10 jam lebih belum masuk, malah disuruh tunggu 24 jam, buat transaksi paket data aja lama banget mending gw isi ke indomaret, CS nya bot semua ga ada operatornya. mau bangkrut apa tokped?";
812;"Kecewa, karena 1. CASHBACK saya tidak cair atas transaksi pembayaran tagihan asuransi, padahal saya sudah input Voucher DGTOPED, tapi tidak berhasil masuk cashback ke OVO saya, 2. Setelah Pembayaran transaksi pembelian emas di tokopedia, lewat link aja Telkomsel, saldo Link Aja saya terpotong, tetapi di tokopedia status masih menunggu Pembayaran. Ini masih sebagian kecil atas keluhan saya, tolong di proses dan bertanggung jawab lah. TOKOPEDIA..";
813;bingung aja mau beli apa...!!!??? pengen iphone gak cukup duit...??;
814;gak sesuai dengan kesepakatan . bilang barang 3 jam sampai . biaya sudah di transfer . tapi seharian . mending bayar yang seharian . udah mahal gak sesuai;
815;"respon buat melacak kurir kok lama sekali, saya pesan barang malah diterima bukan atas nama saya, dan sampai sekarang pihak toko tidak ada kepastian, saya meminta bantuan tokopedia juga respon lama sekali sudah mau 3minggu, uang saya sudah bayar tetapi barang tak kunjung sampai, parah sekali, tolong ditindak lanjuti agar membuat standar khusus untuk membuka toko";
816;"paling mudah belanja di Tokopedia, banyak cashback nya pula. Sejauh ini puas lah.";
817;"mantap deh, tapi seteleh diupdate agak lola, mana updatenya maksa juga. gak diupdate gak bisa buka aplikasinya. hahaaaa";
818;alhamdullillah saya bisa membeli barang dan produk yang sangat memuaskan saya oh iyah perkenalkan nama saya daffina nisa aliya seginih ajah dulu yah dadah;
819;saya belum pernah membeli barang dari tokopedia tapi saya tertarik dengan barang2 yg tersedia saya akan belanja disini karena praktis;
820;"aplikasi sederhana dan tidak ribet, mudah dioperasikan oleh siapa saja..";
821;"Nyediain banyak menu tapi gak guna. Mau top up e-toll, bayar pajak lewat e-samsat diketerangan nomor tdk ditemukan semua, padahal prosedur udah benar. Lapor ke CS dijawab sama robot, disuruh nunggu maksimal 2 hari, gila kali time limit payment cuma 2 jam baru ditangani 2 hari. Selalilu gak puas sama jawaban CS";
822;"Terbaik lah, ini sama jd id. Ga nelpon-nelpon macem sebelah. ga terlalu over juga promosinya jadi semua dapet dan ga bermasalah dan ga susah buat cairin duitnya kalo ga jadi. ga macem naikin harga cuma buat gratis ongkir misal macem s";
823;"tolong jawab min, kalo toko diupgrade ke power merchant apakah saat kita belanja ditoko lain tetap dapat point dan loyalty?";
824;"kenpa gak bisa ubah metode pembayaran?? opsi ubahnya gak ada, cuman bisa dibatalkan?";
825;Bintang 4 dlu aja kalo banyak cash back yg oke dan pelayanan nya masih tetap sama untuk satu bulan kedepan baru saya tambah lg ;
826;Banyak peningkatan yg saya rasakan dari waktu ke waktu.. baik itu mempermudah layanan maupun menjamin keamanan penggguna.. terima kasih atas kenyamanan yg diberikan;
827;"mau nanya min,, saya mau ngehapus di troli tapi ko gak bisa yah, ada kendala di pesan nya dan coba beberapa saat lagi itu gimana min? apa harus d uninstal dulu";
828;"PPOB nya tolong lebih dilengkapi dong,misal farian harga pulsa juga area pembayaran pdam,dll. TQ,";
829;"Seharusnya 'Konfirmasi Barang Sdh Diterima' muncul setelah orderan diterima sampai tangan Pembeli, bukan muncul lebih awal padahal Pembeli belum diterima (barang masih di Jasa kurir). Terima kasih atas perhatiannya. smoga semakin baik.";
830;"Sanggat buruk. mau login lagi nunggu kode verifikasi ngak muncul muncul. verifikasi sms,tlpn, semua ngak bisa. aplikasi busuk";
831;brg yg ud dimasukkn ke keranjang g bs dihapus. jd menyulitkn saat mw check out krna hrs plih manual lg mna brg yg mw kita beli dan mana yg tdk jd dibeli. tlg lh diperbaiki;
832;aplikasi yg sangat berguna di era sekarang.. memudahkan dalam mencari barang untuk kebutuhan pekerjaan dan rumah tangga. dan mensuport penjual online.;
833;"saya kecewa terhadap tokopedia, saya sdh lama menggunakan aplikasi toped tapi pd tgl 17 mei 2019 saya melakukan transaksi pembelian pulsa senilai 59.800 , stlh ditggu pulsa tdk saya terima bahkan status diaplikasi menjadi dibatalkan, akhirnya saya buka fitur bantuan dan mengeluhkan transaksi tsb, tetapi dri bbrp cs tokopedia hanya menyarankan saya utk menunggu maksimal 48 jam utk mendapatkan kembali uang saya (refund) , sampai tgl 19 mei ternyata uang tdk dikembalikan. ??";
834;tokopedia bagus aman untuk transaksi. namun saya tidak bisa menghubungi tokopedia secara langsung. karna saya cari tidak ada CS nya. jika ada kesalahan dan lain lain. termasuk dengan saldo yang di kembalikan apabila terjadi pembatala;
835;"dear @Tokopedia kenapa tambah kesini tambah pelit ama cash back tidak seperti dulu,setiap pembelian 1.300.000 dapet cashback 100.000,sekarang malah engga ada cash back sama sekali.padahal saya belanja di @Tokopedia seminggu bisa 2 kali";
836;"Responnya cepat sekali. Terima kasih, masalah mengenai toko poin sudah diperbaiki dan berfungsi kembali.";
837;"iklannya ganggu banget buat browsing di aplikasi lain, tolong donk dikurangi. masa tiap kali browsing muncul tokopedia. kan taik";
838;"Saya sllu blanja di toko pedia,sllu puas dengan pelayanan CS nya .yg selalu cepat tanggap setiap custemer menggalami kendala.tidak seperti marketpeace sebelahh...kasihh jempoll??";
839;"Trima kasih, barang dah nyampai dengan expedisi,, dan barang cocok sesuai pemesanan yg digambar,";
840;terimakasih Toko pedia atas hadiah yang diberikan semoga betul dengan hadiahnya saya akan berikan bintang 5 bila saya telah memenangkan hadiahnya ??;
841;kurang jelas infonya dan kuponnya bisa dipakai buat apa saja. Cara penggunaannya tdk jelas.;
842;bintang cerminan mutu kualitas barang dan pengiriman.. serta management yg modern... tanks TOKPED.;
843;saya sudah melunasi kok malah blm ada notifikasi .malah cs bilang blm melunasi.saya ada bukti trasfer hutang saya.jngan sampai saya laporkan ke ojk buat mitra koinworks;
844;saya belum pernah melakukan pembelanjaan melalui Tokopedia tapi saya akan mencoba utk melakukan pembelian melalui Tokopedia;
845;Siinyal bagus tapi buka toko pedia ga bsa loading loading trs !!!!;
846;"nama: grace wowor tempat tinggal: sonder, kawel kec. sonder kab. Tomohon di rumah bapak Bunga dan ibu Meli";
847;"aku dapet pemberitahuan undian setiap hari rbu itu untuk pengunjukk secara acak terpilih mendapatkan cashback sampai 300rb tapi waktu aku klik ""coba dong"" trus belanja lightstick harga 630 masih gaada cashback nyatanya aku masih bayar 650 sekian";
848;"Kapok saya pakai toped. Buat promo terlalu banyak aturan. Main ambil ovo dan saldo toped saya. Memangnya uang anda, itu uang saya hak saya. Ngak ada bintang kalau perlu. Kesalahan sistem, ada celah di sistem penjualan anda, tapi mengambil hak konsumen. Sebelum anda memberi sudah anda review. Tiba tiba 1atau 2 bulan anda ambil kembali. Ha ha ha.. kalau ngak punya budget jangan buat promo. Setau saya dimana mana konsumen itu raja. Bukannya broker ataupun seller. Hati hati ya buat yang lain";
849;lumayan menarik ;
850;"Terima kasih tokopedia...barusan ada kejadian saya hampir ditipu oleh penjual. bilang barang asli ternyata barang kw. untung saja ada pusat resolusi, lebih memudahkan karna di bantu oleh bantuan dari admin tokopedia. Tolong di tingkatkan lagi dalam hal keamanan berbelanja terima kasih:)";
851;"sering bermasalah di cashback, ada admin tambahan pake Credit card, sama kuponnya ribet banyak syarat pantas dikasih bintang satu kecuali diperbaiki aps dan layanannya";
852;"hitamputih25"" beli pulsa 25k dengan harga 10k. promo berakhir tgl 17 jam 19.00. baru ditayangin di acara hitam putihnya di akhir acara pas jam 7..... hadehh keren sekali tokopedia...i love u";
853;maaf....saya mendapat chat.katanya saya beruntung dpt undian i phone.tapi setiap buka aplikasi tokopedia g ada konfirmasi dari pihak aplikasi.;
854;"Belanja ga pake ribet, ada pilihan via pengiriman enak tinggal pilih, tdk pernah ada masalah selama belanja di sini... Trims Tokopedia";
855;"aplikasi Tokopedia yg sekarang jauh lebih cepat.dulu lemot, sekarang wuz...wuz...wuz...wuz.....cpt bgt";
856;"Dalam koneksi yang stabil, seringkali tokopedia app ini tidak bisa terhubung ke internet. Padahal bisa untuk browsing dll. Mohon dibenahi";
857;tolong gratis ongkirnya di tingkatkan lagi.yg lebih berani.klo perlu 1 user dpt 5 voucher gratis ongkir setiap bulan sprti apps sebelah dgn catatan tanpa syarat apapun.kecuali syarat minimal belanja 50 rb.itu ga apa2.dan aplikasinya diperbaiki supaya jgn lemot.liat gambar aja susah.sedangkan sinyal full ngebut di apps lain;
858;"selama terjadi komplen,saya sebagai pembeli merasa selalu diberatkan sama admin.sering kali memihak penjual,seakan2 penjual gak pernah salah. kalo pun penjual salah kirim,barang diretur pasti pembeli yg nanggung ongkir padahal jelas2 kesalahan penjual";
859;Diskon promonya kurang menarik byk yg tidak terpakai. Saran utk tokopedia banyakin aja gratis ongkir setiap pembelian 100 ribu rupiah untuk semua produk. Saya byk dpt promo malah bisa sampai 10-15 promo tapi percuma diskonnya dikit2 banget cuma 3-5% dari total pembelian. Jd krg menarik kalo menurut saya.;
860;"Aplikasi yg super keren, tiada tandingnya...... Rugideh, klu g dawnload Aplikasi Tokopedia. Segera dawnload Aplikasinya.";
861;untuk tokopedia di mohon untuk menjual barang yang sesuai dengan gambar dan bahan yang bagus ya.;
862;"untuk tokopedia udah bagus sih, cuma yang bikin kesel kurirnya gak mau nganterin ketujuan harus di jemput barangnya kekantornya ajah.";
863;"tokopedia, aplikasinya tidak berfungsi dengan baik. Banyak ngeHang, kupon tidak bisa dipakai, list di keranjang tidak bisa dihapus dll. Tolong diperbaiki";
864;"tidak memuaskan kalo udh siap taro alamat,lalu mau buka pengiriman dia itu lelet udh gue tungguin ampe 30 m. yah odahlah jadi gak jadi barang";
865;"tidak memuaskan kalo udh siap taro alamat,lalu mau buka pengiriman dia itu lelet udh gue tungguin ampe 30 m. yah odahlah jadi gak jadi barang";
866;"saya tidak bisa melakukan check out pembayaran, kenapa ini? tolong bantuannya";
867;"bangke gua baru daftar kok di kasih kode pin, kan saya tidak mengaktifkan pinjaman uang/limit belanja gimana sih Tokopedia";
868;jujur TOKOPEDIA yang sekarang udah gak asik lagi buat transaksi top up dan tagihan sebab voucher nya udah banyak yang hilang bonus poin nya pun kecil bgt mendingan kaya dulu byk voucher dan bonus poin nya pun besar yang masuk ke ovo poin dear admin nih masukkan tolong di follow up ya;
869;aku buka youtube dan klik url langsung di arahkan ke browser disuruh download topedia selesai di install aku kembali ke youtube klik ulang url masih di arahkan ke browser teruh otomatis masuk ke beranda tokopedia bukan yang aku cari di youtube.... promosi di facebook sama juga... apk nya saja kurang bagus apalagi kalau belanja di tokopedia sama ribetnya.... lebih baik saya unistall tidak ada gunanya....;
870;tokopedia akan lebih maju n sukses terus...kalau jeli terhadap barang yg layak untuk pembeli biar gak kecewa setelah terima barangnya yg tidak sesuai dengan foto barangnya...ok gan trims n semangat terus yaaa...;
871;"dipaksa hrs update gk update keluar sendiri dri app..pas udh update gk bsa promo graris per jam sprti dlu ,skrg hrs pake iklan topads ..sunggung memberatkan bagi saya sebagai penjual yg tidak ada orderan tiap hari..kenapa sekarang tokopedia jd begini beda dengan dulu jujur saya kecewa banget";
872;"aplikasi ini sangat membantu, bisa mencari sesuatu yang di ingin kan tanpa harus keluar rumah, harga nya juga cukup terjangkau lah,";
873;"Awal nya ok setelah ada permasalahan bikin kapok, barang sudah di beli dan dibayar tapi kirim nya ke tempat lain, dan sudah berkali-kali complaints tetep aja ngk ada solusi, masa aplikasi sebesar ini ngk bisa menyelesaikan masalah kecil, malu sama iklan besar besaran. Nyesel dan kapok.";
874;Jeleknya tuh masalah pengiriman nggak jelas Ongkir Pake Same Day masa sampe nya 2 hari padahal itu pesen sebelum jam 14:00 terus buat apa saya bayar same day kalo misalkan sampe nya 2 hari ? sebagai customer boleh dong minta hak nya;
875;"setelah di upgrade aplikasi Tokopedia, malah tambah lambat dan berat,, kecewa saya,,";
876;tolong dong toko pedia nya buat fitur bareksanya jadi nyaman masa produk nya cuman 2. males saya mau pake toko pedia fitur banyak tapi. setiap fiturnya gak ada yg asik buat bosen aja. fitur banyak tpi buat males semua.;
877;"Ra mutu blasss, menang kupon undian setrika black and decker giliran diklaim, udah dibayar dan pembayaran diverifikasi eee transaksi dibatalkan sepihak oleh tokped. Hubungi cs jwbannya muter2 gak jelas dann akhirnya kupon hangus gak bsa digunakan lagi. Gak niat ngadain undian, bangkee";
878;"saya punya dua orderan. saya closing transaksi satu orderan, la koch semua orderan ikut closing transaksi. pdhal yg satu saya belum terima barangnta mau nanya ke admin tokped pake jalur bantuan, ga ada menunya. aneh";
879;"penjual dsni cma mentingin rating. dikasih rating rendah karna barang cacat ngemis2 minta dirubah trs bilang bakal di bantu retur barang. setelah di ganti rating, barang dikirim balik ke penjual. pas di tagih barangnya kebamyakan alesan sampe sebulan gadikirim2. pihak tokped pun gamau ganti uangnya biarpun udh di kasih bukti barang udh di kirim balik";
880;apaaan apaaan masah mesen pake gojek sameday pdhl meseny pas malem ny sampe malem berikutny blm nyampe pesenany kan klo sameday hari itu juga nyampe nya mana blm nyampe lgi dri tdi mana sellerny pesen sy gk di respond trs sy laporin seler ke tokped gk direspond;
881;"Terimakasih telah membuat kualitas hidup jadi lebih baik, jauh lebih efisien.. dan membuat konsumen menjadi pintar dalam memilih barang dan harga";
882;"Barang sesuai pesanan dan gambar,pengiriman barang jg sesuai dngn wktunya,,saya puaaasss sekaliii,";
883;Mau nanya nih min... apakah tokopedia menawarkan pinjaman modal usaha lewat telepon? Saya ditelepon untuk mengaktifkan fitur modal usaha.. itu benar dari dari tokopedia apa gimana ya?;
884;"hallo tokopedia, tadi pagi saya udh transfer uang tp smpe skrng kok blm ada kabar ttg proses dari pesanan saya ya.";
885;"sekarang yg beli online kebanyak buat jualan lg,, ayo dong tokopedia bisa bikin gratis ongkir seperti matketplace sebelah,, saya sebagai penjual ternyata lebih banyak pembeli ke marketplace sebelah,, jd guna powerbadge yg cashbacknya gede tidak mempengaruhi pembeli untuk berpindah ke tokopedia,, ternyata mereka lebih senang dengan gratis ongki";
886;min tolong dong fitur untuk tukar tambah di perbaiki. sudah kirim foto terjelas tidak blur tapi gagal review terus dgn alasan foto review blur? masak mau tukar tambah ponsel aja harus bawa hp ke foto studio? ampe 10x foto ulang kondisi cahaya pas diliat d gallery tidak blur tapi di sistem tokped blur terus kliatannya. jadi mempersusah buat tukar tambah hp;
887;para penjual di tokopedia diperketat syarat dan ketentuannya agar kepercayaan pembeli terjamin utk kebaikan tokopedia juga.. penjual siluman ikutan nimbrung...hati2;
888;Toko online terpercaya... Safety untuk pembeli... Laporan akurat... Sukses untuk tokopedia;
889;"Awalnya sering banget belanja di tokped sampai menghabiskan puluhan juta, cuma akhir2 ini sering lebay promonya, bahasa marketingnya terlalu berlebihan, sehingga sering merasa tertipu promo lebay, dan serjng ikut undian tapi gak pernah menang, ga pernah diapresiasi sebagai pengguna setia tokped, sekarang uda agak males, nunggu mood bagus dulu baru mau belanja lg ditokped";
890;"Tokopedia terbaik!! tidak pernah mengecewakan, tak seperti dirinya yg pergi begitusaja";
891;"percumah belanja, bayar tagihan lewat Tokopedia. ovo point tidak bisa di pake. ongkir mahal, bantuan tidak nyambung";
892;"Hanya satu kata dech ""TOP"" banget buat aplikasi ini semoga semakin baik lagi.";
893;"toko online paling terpercaya, terlengkap,dan paling memfasilitasi ..";
894;"Salah satu marketplace yang cukup membantu dalam jual-beli online. Terus tingkatkan, terutama terhadap seller abal2 yang bisa merusak nama baik Tokopedia, yang sering menggiring buyer untuk bertransaksi diluar rekber Tokopedia (biasanya via WhatsApp, dan meminta transfer langsung ke rekening pribadi). Saya sendiri sudah 3x sengaja ngetes bbrp seller abal2 di TokPed. Ujung2nya, di WA, mereka menjelek2kan nama TokPed dengan berbagai macam dalih dengan tujuan supaya buyer bisa mereka tipu.";
895;"Terima kasih untuk apresiasinya,,tp mohon maaf sy kurang tertarik...sy udh ada aplikasi tokopedia,,memang harus berapa kali instal,memori penyimpanan udh ga muat,,sy jarang sekali belanja online,,ssekali belanja pun di aplikasi sebelah,,,mengenai voucer kasih saja kepada yg berhak menerimanya,,,";
896;"aplikasi jual beli terburuk , pembeli yg sudah membayar dan kena tipu malah dipersulit dan janji2 terus dari tokopedia pengembalian dananya , saya lebih nyaman dengan aplikasi lain yg respon nya baik kpd pembeli ";
897;"aplikasi e-comm paling bagus menurutku, dimana di dalamnya sudah dipisahkan mana seller yg official dan bukan yg membuat para pembeli jd tahu, di tambah lg rapi dan runtut jg sistem aplk tokopdia ini saat selesai melakukan pembayaran pembelian brg. Semoga bisa meningkat lagi kurir yg bekerja sm dengan tokopedia";
898;kata kawan kawan semuanya bagus dan cepat .tepat sasaran semoga kedepanya lebih bagus lagi dan berinofasi dalam melayani konsumrn dan selalu memberi hal terbaik .....itulah yang membedakan dari sekian jenis toko on line di indonesia seperti yang saya ketahui dan akhir kata adalah ucapan terima kasih yang sebesar besarnya kepada tokopedia semoga selalu berjaya dan teratas sebagai pelayan jasa retailer online .demikian yang bisa saya katakan dan tuliskan ...demikian semoga ke depan lebih sempurn;
899;"sangat membantu untuk para konsumen yg sngat membutuhkan barang2 yg diperlukan, jadi ga ribet keluar rumah terimakasih tokopedia nih aplikasi recommended banget buat kalian cepat di download ga bakal nyesel dah??";
900;"Mengapa saya ga bisa belanja di tokopedia, kalo mau beli barang selalu kembali ke keranjang, ini gimana";
901;"Semoga kedepannya bisa langsung print ke printer bluetooth, untuk semua transaksi pembayaran";
902;"tolong toko pedia jangan ganggu bruser saya, orang lgi asik brosing malah di suruh nginstal aplikasi toko pedia ntar kalo udh instal dapat hp samsung s10 jangan bohong luuu... lu pikir gwe mudah di bohongii soriii yaaa jangan buat orang emosi thanks";
903;"luar biasa,pengiriman nya lebih cepat dr estimasi pengiriman barang nya..good tokopedia,";
904;Tolong dong proses pemesanan dipersingkat jangan terlalu lama seperti 3 hari dan kupon gratis ongkir jangan hanya untuk pengguna OVO. sesekali bisa lah gratis ongkir seperti dulu tanpa harus OVO. terima kasih;
905;"memang tokopedia aplikasi beda dari yg lain. karena acaranya 100% murni tanpa ada rekayasa..., tidak seperti aplikasi sebelah acara serbu seru 10.000 katanya jika tidak terpilih di jamin uang kembali tetapi nyata nya 0 uang tidak dapat kembali";
906;transaksi dinyatakan gagal tapi saldo sudah terdebet alhasil saya membayar barang dengan harga 2 kali lipat tolong bantuannya saya sudah meminta bantuan terhadap pihak tokopedia tapi lama sekali prosesnya;
907;lah kenapa pas pilih pembayaran kok g bs y..webpage ny gagal..gimana mo bli di update mlh jd susah..trus barang d kembalikan k toko tp sy blm klik komplain mlh selesai.;
908;"kenapa sekarang saldo hasil penjualan tidak bisa untuk d belanjakan lagii!?, sedangkan saya lupa kata sandi akun untuk penarikan saldo.";
909;"baguss, bisa meningkatkan kualitas, dan bisa mengurangi harga lebih murah";
910;saya mendapat kesempatan menang kupon. tapi saya tak percaya.apakah itu mungkin terjadi.;
911;"saya beri bintang 5 karena saya puas dengan barang yang dibeli di Tokopedia,tetapi saya belum bisa mengklaim hadiah iphone X, bagaimana caranya?";
912;kenapa foto produknya tidak terlihat semua? dari kemarin foto fotonya tidak terloading. mohon bantuannya.;
913;ok klw gtu...tpi klw bsa ke dpn Y jgn suka memberi harapan melalui email chrome google dgn memberi iming-iming hadiah dengan cara mendowload aplikasi terswbut.... saya sudah lama memiliki aplikasi toko pedia.hanya saja saya jarang menggunakan Y. dan saya sudah sering di kirimin pesan atau email-email seperti skrg ini.... tpi saya gk merespon Y... tetapi krn saya sudah jengkel mka Y saya coba respon swperti ini.;
914;"nice online shop paling recomended,tapi tambahkan status toko misal libur jadi pembeli gak order terus harus nunggu lebih lama dengan alasan libur dulu terus baru di kirim setelah beberapa hari belum lagi pengiriman paket nya yang lama karena tertunda oleh pemilik toko.terimakasih sebelumnya";
915;"selama ini tidak ada masalah, tetapi kalo bisa isi pulsa misalkan Telkomsel dan XL di tambahkan fitur pulsa dengan nominal 10.000 dan kalo bisa voucher dapat di gunakan 2 voucher sekaligus contoh voucher gratis ongkir dan voucher cashback itu saja yang saya ingin tambahkan fitur nya terimakasih :).";
916;"SAYA SANGAT KECEWA DENGAN TOKOPEDI A yang menang karyawan tokopedianya,tokopedia curang padahal gw udah dapet kuponn ,mendingan bukalapak walaupun orang ngak belanja yang dapet hadiah di 11-12 driver ojek online aja dapey HADIAHNYA NGAK VALID HOAX,CUMA BUAT KARYAWANNYA HADIAHNYA sangat kecewa dan di sayangkan,padahal tokopedia udah maju masih aja curang,masih kurang dosanya apa ya";
917;"tokopedia jujur dan jelas, seperti lacak barang posisi ada dimana ketauan, jangan kawatir duwit tidak akan hilang";
918;Saya percaya tokopedia. selama ini blm pernah kecewa belanja disini. Semoga kedepannya tetap bagus. Dan lebih selektif menerima seller2 yg bener2 berkwalitas jual product nya. agar tak ada pelanggan yg kecewa. pokoknya aku ttp setia di tokopedia.;
919;"di karnakanan saya membaca terlebih dahulu bagus atau tidaknya ini apl,. maka saya berikan 1 bintang untuk tokped,.. selamat untuk ratingnya,.. makin di tingkatkan kenyamanan pembeli,. upgrade kembali sistem pembelian dan fast reapon semua keluhan,. thx";
920;"sukses bos,jaga kualitas dan produk nya bos.karna kepuasan saya dgn sesuai nya apa yg saya mau sesuai pesanan nya.skli lgi makasih dan sukses bos????.....cepat sampai nya,jaga nama baik toko dan anda bos...u konsumen nya.sukses bos??";
921;"kalo ada event gratis ongkir jangan di hari kerja saya gak ada waktu untuk mencari barang yang saya inginkan, saya sarankan kalau ada event lagi jangan di hari kerja. thans";
922;"saya kecewa juga sama toped karena saya punya kupon yang masih berlaku , tapi tidah bisa di pakai alasannya (kesalahan server) aneh , kenapa bisa terus""an ,signyal kuat aneh banget , rugi dapet kupon kalau begitu";
